,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Survey Site / Sport Rollup Area,Sample,Head,Sampling Type Code,Source,Sport Estimate Type,Harvest,Gear Class,Date (CWT),Stat Week (CWT),Period,Region,Water Type Code,Quadrant,Seine Area,District,Sub-District,A-Stream / Canada Watershed,Species,Clip Status,Length,Length Type Code,Tag Code,Tag Status,Why Status-7 Code,Year Brood,State,Agency,Rearing Code,Location (Facility or Wild Stock),Site,Tag Ratio Type,Tag Ratio,Subsample Factor,Expansion Factor,Contribution,Year Release,Release Stage
2018,HUGH SMITH LK SYSTEM,18702005,1406,S,JUVENILE,,,,5/6/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,120,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702005,1407,S,JUVENILE,,,,5/6/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,132,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702005,1409,S,JUVENILE,,,,5/6/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,137,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702006,1413,S,JUVENILE,,,,5/7/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,127,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702006,1412,S,JUVENILE,,,,5/7/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,131,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702009,1422,S,JUVENILE,,,,5/10/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,135,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702009,1423,S,JUVENILE,,,,5/10/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,136,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702010,1426,S,JUVENILE,,,,5/11/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,112,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702011,1431,S,JUVENILE,,,,5/12/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,132,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702011,1430,S,JUVENILE,,,,5/12/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,133,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702012,1437,S,JUVENILE,,,,5/13/2018,20,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,123,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702012,1435,S,JUVENILE,,,,5/13/2018,20,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,134,1,401060301,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2016,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702001,58942,S,JUVENILE,,,,4/27/2018,17,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,102,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702002,58943,S,JUVENILE,,,,5/3/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,93,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702002,58944,S,JUVENILE,,,,5/3/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,103,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702002,1401,S,JUVENILE,,,,5/3/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,108,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702003,1403,S,JUVENILE,,,,5/4/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,98,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702003,1402,S,JUVENILE,,,,5/4/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,108,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702004,1404,S,JUVENILE,,,,5/5/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,100,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702004,1405,S,JUVENILE,,,,5/5/2018,18,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,100,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702005,1408,S,JUVENILE,,,,5/6/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,101,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702006,1410,S,JUVENILE,,,,5/7/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,91,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702006,1411,S,JUVENILE,,,,5/7/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,116,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702007,1417,S,JUVENILE,,,,5/8/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,106,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702007,1416,S,JUVENILE,,,,5/8/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,118,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702007,1414,S,JUVENILE,,,,5/8/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,123,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702008,1420,S,JUVENILE,,,,5/9/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,97,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702008,1419,S,JUVENILE,,,,5/9/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,113,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702008,1421,S,JUVENILE,,,,5/9/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,113,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702009,1424,S,JUVENILE,,,,5/10/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,101,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702009,1425,S,JUVENILE,,,,5/10/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,102,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702010,1428,S,JUVENILE,,,,5/11/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,102,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702010,1429,S,JUVENILE,,,,5/11/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,114,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702011,1433,S,JUVENILE,,,,5/12/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,94,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,HUGH SMITH LK SYSTEM,18702011,1432,S,JUVENILE,,,,5/12/2018,19,,1,F,SE,,101,30,101-30-10750-0010,COHO,GOOD,113,1,401060504,OK,,2016,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,EMERGENT FRY
2018,METLAKATLA,18090406,679949,R,COM CP,,M-I-C,DRIFT,9/3/2018,36,,1,S,SE,,101,28,,COHO,GOOD,650,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,1.45008,1.45008,2017,SMOLT
2018,KETCHIKAN,18066692,748770,R,COM CP,,TRAD,DRIFT,8/5/2018,32,,1,S,SE,,101,11,,COHO,GOOD,485,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,1.86364,1.86364,2017,SMOLT
2018,KETCHIKAN,18066692,748771,R,COM CP,,TRAD,DRIFT,8/5/2018,32,,1,S,SE,,101,11,,COHO,GOOD,625,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,1.86364,1.86364,2017,SMOLT
2018,KETCHIKAN,18066734,768782,R,COM CP,,TRAD,DRIFT,8/12/2018,33,,1,S,SE,,101,11,,COHO,GOOD,595,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.94608,2.94608,2017,SMOLT
2018,KETCHIKAN,18066746,748789,R,COM CP,,TRAD,DRIFT,8/15/2018,33,,1,S,SE,,101,11,,COHO,GOOD,550,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.94608,2.94608,2017,SMOLT
2018,KETCHIKAN,18066800,768841,R,COM CP,,TRAD,DRIFT,8/19/2018,34,,1,S,SE,,101,11,,COHO,GOOD,620,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.07258,3.07258,2017,SMOLT
2018,KETCHIKAN,18066833,769740,R,COM CP,,TRAD,DRIFT,8/26/2018,35,,1,S,SE,,101,11,,COHO,GOOD,585,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.46294,2.46294,2017,SMOLT
2018,KETCHIKAN,18066836,768867,R,COM CP,,TRAD,DRIFT,8/26/2018,35,,1,S,SE,,101,11,,COHO,GOOD,590,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.46294,2.46294,2017,SMOLT
2018,KETCHIKAN,18066836,768870,R,COM CP,,TRAD,DRIFT,8/26/2018,35,,1,S,SE,,101,11,,COHO,GOOD,630,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.46294,2.46294,2017,SMOLT
2018,KETCHIKAN,18066865,769657,R,COM CP,,TRAD,DRIFT,9/1/2018,35,,1,S,SE,,101,11,,COHO,GOOD,620,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.46294,2.46294,2017,SMOLT
2018,KETCHIKAN,18066866,769905,R,COM CP,,TRAD,DRIFT,9/2/2018,36,,1,S,SE,,101,11,,COHO,GOOD,640,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.13865,3.13865,2017,SMOLT
2018,KETCHIKAN,18066876,769042,R,COM CP,,TRAD,DRIFT,9/4/2018,36,,1,S,SE,,106,30,,COHO,GOOD,600,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,5.78718,5.78718,2017,SMOLT
2018,PETERSBURG,18056519,655506,R,COM CP,,TRAD,DRIFT,9/4/2018,36,,1,S,SE,,106,41,,COHO,GOOD,670,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,5.78718,5.78718,2017,SMOLT
2018,KETCHIKAN,18066883,769071,R,COM CP,,TRAD,DRIFT,9/5/2018,36,,1,S,SE,,101,11,,COHO,GOOD,650,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.13865,3.13865,2017,SMOLT
2018,KETCHIKAN,18066883,769055,R,COM CP,,TRAD,DRIFT,9/5/2018,36,,1,S,SE,,101,11,,COHO,GOOD,670,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.13865,3.13865,2017,SMOLT
2018,KETCHIKAN,18066883,769052,R,COM CP,,TRAD,DRIFT,9/5/2018,36,,1,S,SE,,101,11,,COHO,GOOD,690,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.13865,3.13865,2017,SMOLT
2018,KETCHIKAN,18066901,769188,R,COM CP,,TRAD,DRIFT,9/9/2018,37,,1,S,SE,,101,11,,COHO,GOOD,660,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.19919,3.19919,2017,SMOLT
2018,KETCHIKAN,18066901,769173,R,COM CP,,TRAD,DRIFT,9/9/2018,37,,1,S,SE,,101,11,,COHO,GOOD,670,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.19919,3.19919,2017,SMOLT
2018,KETCHIKAN,18066948,769461,R,COM CP,,TRAD,DRIFT,9/16/2018,38,,1,S,SE,,106,30,,COHO,GOOD,675,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,7.94521,7.94521,2017,SMOLT
2018,PETERSBURG,18056370,655945,R,COM CP,,,DRIFT,8/5/2018,32,,1,S,SE,,,,,COHO,GOOD,585,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,,,2017,SMOLT
2018,KETCHIKAN,18066770,768903,R,COM CP,,TERM,PURSE,8/16/2018,33,4,1,S,NW,,113,38,,COHO,GOOD,580,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,15.03488,15.03488,2017,SMOLT
2018,KETCHIKAN,18066560,768644,R,COM CP,,TRAD,PURSE,7/22/2018,30,3,1,S,SW,SASO,104,,,COHO,GOOD,660,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.82933,2.82933,2017,SMOLT
2018,KETCHIKAN,18066631,769504,R,COM CP,,TRAD,PURSE,8/2/2018,31,3,1,S,SE,SASI,101,41,,COHO,GOOD,510,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,1.88297,1.88297,2017,SMOLT
2018,KETCHIKAN,18066666,769634,R,COM CP,,TRAD,PURSE,8/5/2018,32,4,1,S,SE,SASI,101,25,,COHO,GOOD,595,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.1009,2.1009,2017,SMOLT
2018,KETCHIKAN,18066656,748281,R,COM CP,,TRAD,PURSE,8/5/2018,32,4,1,S,SE,SASI,101,29,,COHO,GOOD,480,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.1009,2.1009,2017,SMOLT
2018,KETCHIKAN,18066699,748772,R,COM CP,,TRAD,PURSE,8/9/2018,32,4,1,S,SE,SASI,101,,,COHO,GOOD,630,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.1009,2.1009,2017,SMOLT
2018,SITKA,18036945,755979,R,COM CP,,TRAD,TROLL,7/8/2018,28,4,1,S,NW,,113,41,,COHO,GOOD,535,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,CRAIG,18076284,765265,R,COM CP,,TRAD,TROLL,7/9/2018,28,4,1,S,SW,,152,,,COHO,GOOD,570,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.11546,3.11546,2017,SMOLT
2018,SITKA,18037120,760654,R,COM CP,,TRAD,TROLL,7/14/2018,28,4,1,S,NW,,154,,,COHO,GOOD,555,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037188,760002,R,COM CP,,TRAD,TROLL,7/17/2018,29,4,1,S,NW,,113,71,,COHO,GOOD,580,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037206,762316,R,COM CP,,TRAD,TROLL,7/20/2018,29,4,1,S,NW,,113,45,,COHO,GOOD,485,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037273,761397,R,COM CP,,TRAD,TROLL,7/25/2018,30,4,1,S,NW,,,,,COHO,GOOD,630,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037299,760029,R,COM CP,,TRAD,TROLL,7/26/2018,30,4,1,S,NW,,154,,,COHO,GOOD,600,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037331,762941,R,COM CP,,TRAD,TROLL,7/29/2018,31,4,1,S,NW,,113,11,,COHO,GOOD,570,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,SITKA,18037338,762978,R,COM CP,,TRAD,TROLL,7/30/2018,31,4,1,S,NW,,113,71,,COHO,GOOD,600,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,CRAIG,18076405,766199,R,COM CP,,TRAD,TROLL,8/6/2018,32,4,1,S,SW,,103,70,,COHO,GOOD,635,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.11546,3.11546,2017,SMOLT
2018,SITKA,18037506,774173,R,COM CP,,TRAD,TROLL,8/7/2018,32,4,1,S,NW,,113,61,,COHO,GOOD,630,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,3.45649,3.45649,2017,SMOLT
2018,CRAIG,18076500,765345,R,COM CP,,TRAD,TROLL,8/19/2018,34,5,1,S,SW,,104,35,,COHO,GOOD,660,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.99246,2.99246,2017,SMOLT
2018,SITKA,18037752,761205,R,COM CP,,TRAD,TROLL,8/20/2018,34,5,1,S,NE,,109,10,,COHO,GOOD,620,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,9.59338,9.59338,2017,SMOLT
2018,SITKA,18037863,761101,R,COM CP,,TRAD,TROLL,8/30/2018,35,5,1,S,NW,,154,,,COHO,GOOD,630,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,5.55209,5.55209,2017,SMOLT
2018,KETCHIKAN,18066860,768984,R,COM CP,,TRAD,TROLL,9/4/2018,36,5,1,S,SE,,101,29,,COHO,GOOD,610,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.12342,2.12342,2017,SMOLT
2018,KETCHIKAN,18066908,769879,R,COM CP,,TRAD,TROLL,9/11/2018,37,5,1,S,SE,,101,29,,COHO,GOOD,600,2,44093,OK,,2015,AK,ADFG,W,(W) HUGH SMITH LK 101-30,HUGH SMITH LK 101-30,SINGLE INDEX,1,,2.12342,2.12342,2017,SMOLT
